Company Name,Predict
NAS Mycotech Pvt. Ltd.,No
HUHU Solutions PVT LTD,No
Pepstyle Fashion Private Limited,No
SafeStorage,No
Zealth-AI,No
Feronex Smart Logistics Pvt. Ltd.,No
Sri Constructions,No
icon44,No
Solid Performers Private Limited,No
Atalabecho.com,No
Dass Scientific Research Labs Private Limited,No
GreenVeggies,No
Evganga,No
Abbloo,No
Wagr,No
Winzy,No
Way2advertize,No
Save Any Vehicle,No
Saras Solutions India Private Limited,No
M/s Abhishek Enterprises,No
Blu-Smart Mobility Private Limited,No
Bitwin Technologies,No
No,No
Hidoc Dr.,No
DriverShaab,No
Takalkar Classes,No
Myfolks.in,No
Keyline Print Pvt. Ltd.,No
TIPMS PVT LTD,No
XCelEast Ventured Pvt ltd,No
Khabri,No
Forawis Ventures Private Limited,No
ApnaSamay India Pvt Ltd,No
Mindtronix Products & Services,No
ApnaSamay India Pvt Ltd,No
Kalking Cosmetech Private Limited,No
PodPitara,No
Rahul Labroo,No
MARC,No
Broadbuy Technovative Solutions Private Limited,No
MyT,No
Amazon,Yes
Little Angels medical services pvt ltd,Yes
Amazon,Yes
River,No
«TECHALDO» RMA,No
V V SECURITY AGENCY,No
Toch,Yes
Toch,Yes
BRC STAR OPC Private Limited,No
Agara,Yes
Upscalic Marketing,No
Kaleidofin,No
BuildPan Cloud Private Limited,No
AlgoLadder,No
"Razorops, Inc.",No
Syook -- Sparkyo Technology Private Limited,Yes
EKUTUR PVT LTD,No
Suktha Solutions Pvt Ltd,No
Idea Transport World,No
B companyy,Yes
Rushma Soft Solutions Pvt Ltd,No
Blosssom tea p ltd,No
Healthvision pvt ltd,No
ALMOND,No
Travstack,No
Palm Top Enterprises Pvt Limited,No
Amjad Ali Healthcare Pvt Ltd.,No
J mart,No
HLDL Solutions Private Limited,No
,No
OM OPTICALS,No
FXGETACTIVE,No
MilJul,No
Kraftinn Home Decor India Private Limited,No
Medificial HealthTech Services Pvt. Ltd,No
Hexaware,No
Explurger,No
Native Housekeeping Private Limited,No
Tgoal,No
FLYX Entertainment Inc.,No
Matisoft Cyber Security Labs,No
Boxfile Web Services Pvt Ltd,No
Bluevine Technologies Private Limited,Yes
iCarry.in,No
DIGNIFIEDME TECHNOLOGIES PRIVATE LIMITED,No
Apex industries,Yes
Xpresslane,No
Prayosha corporation,No
Excelize Software pvt Ltd,No
Edufruit,No
Repos Energy,No
Vihir shipping & logistics,No
Machenn Innovations,No
Kings engineering college,Yes
AptEner Mechatronics Private Limited,No
SimplyFI,Yes
Codejudge Inc.,Yes
Decure Connect Pvt ltd,No
PrepMate (ICSE CBSE LEARNING),No
Feeding Trends,No
Na,No
Digital Food Buddy Pvt Ltd,No
KinderPass,No
Health Sensei,Yes
MORE THAN BRAND,No
Shidoori FoodTech,No
INCUBSENCE,No
Zumutor,Yes
Perilwise insurtech,Yes
DocketRun Tech Private Ltd.,No
Pushan Renewable Energy,No
Vicevio,No
Baaz,No
Black Eye Technologies Private Limited,Yes
Klerio Technologies Pvt. Ltd,No
Compport Solutions,No
Raghavendra home products,Yes
NeoEd,No
TAMILARSANTHAI,No
kenzai care pvt ltd.,No
Language Curry,No
Lemma,Yes
VuNet Systems,Yes
Indiana Clothing,No
MarTech Mate Pvt Ltd,No
Vocskill,No
eMoment India Pvt Ltd.,No
"Paprbit, inc. (Dcoder)",No
Vizitor,No
Semantic Technologies,No
Education Guide,No
Xealistic Private Limited,No
AlanceSec,No
Ordenado Labs Pvt Ltd,No
Karza Technologies Private Limited,No
The BigPA Initiative,No
Urja Art Studio - Urja Co-Working Space,No
Autoflipz Car Experts,No
EdQart,No
AutoNxt Automation Private Limited,Yes
SatTva - Farm to Kitchen,No
Lishash,No
HuddleXR - Virtual Event Platform (Eldew Digital Pvt Ltd),No
FORESIET,No
Beatest,No
Physarum,No
MTC Photo & Video,No
Helical Insight,No
Growfitter Private Limited,No
Staqu Technologies,Yes
AiKaan,No
Hundredon100 Educators,No
KPay Innovation Pvt Ltd,No
Elisar Life Sciences,No
Skizzle,No
Oropocket,No
AI School of India,No
GEMCORP RECYCLING & TECHNOLOGIES PVT LTD,No
Insculpt Technologies,No
Ving,No
Finway FSC,No
FITPASS,No
Uncap Research Labs,No
AdmissionBot.com,No
Minocular,Yes
GotExams,No
VueXR India Pvt. Ltd.,No
Kenznow,No
nGV Natural Industry Pvt Ltd,No
Deepflow Technologies Pvt. Ltd.,No
Pee Safe,No
"Buddhi, ""the learning bot""",No
Trinity Skillworks Private Limited,No
Avasar.life,No
Project crop,No
Alpher Simulations,No
Apeirogon Technologies Private Limited,No
Farmarket,No
Euthenics India,Yes
B2B Money,No
HealthPray Tech Solutions Pvt. Ltd.,No
Mindfully Sorted Pvt. Ltd.,No
CustomFit.ai,Yes
Friends float glass,Yes
FamPay,No
Bodhishop,No
India,No
Midde Trading House Private Limited,No
Electrofurb Solutions,No
WeVOIS Labs Pvt. Ltd,No
DataKund,Yes
Misha (Neowise Labs Pvt Ltd),No
Leher,No
Ziptrax Cleantech,Yes
olive drones,No
NOOS TECHNOLOGIES,Yes
Bewgle Inc,Yes
Storkall,Yes
Yopreneurs,No
Tenilo Revolutions Pvt. Ltd.,No
CodeTest,No
Zipper Technologies Private Limited,No
JustCall,No
Wellnesys Technologies Private Limited,No
SwipeUp News,No
SEW SMART EDUCATIONAL WORKSHOP PRIVATE LIMITED,No
SecOps Solution,No
"CanceRX, unit of ihealthkonnect India Pvt Ltd",No
Breath And Beats,No
Gamezop,No
Manav Utthan Samiti,Yes
Edument Consultancy Pvt. Ltd.,No
11Signals Technologies Pvt Ltd,No
Reckonsys Technologies,No
Quollab Edtech,No
delhivery.com,Yes
Fluid Robotics,No
XCOV19,No
Sigmalytics Tech Private Limited,No
MVC,No
MultiTV Tech Solutions Pvt. Ltd.,No
Sunwind Eco Technologies Private Limited,No
insidefpv,No
Camel Central,No
HyperX Energy Pvt. Ltd.,No
Aaisaheb Enterprises,No
Aaisaheb Enterprises,No
Symmetria Technologies Private Limited,No
Login2Xplore,No
Cloudbanyan Technologies Pvt. Ltd. (GiiX),Yes
GatewayVR,No
ANALYTIQ SPORTS TECHNOLOGY PRIVATE LIMITED,No
Bramhansh Technologies Pvt Ltd,No
"Beamfox, Inc.",No
Greenturn Idea Factory Private Limited,No
The Sidepath,No
IROV Technologies Private Limited,Yes
MikeLegal,Yes
Invenzo Labs India Private Limited,No
Recotap,Yes
Fundexpert Fintech Pvt Ltd,No
WizKlub Learning,No
Earths Best Marketing LLP,No
Zluri,No
Upgame,No
Unergia,No
Specter Technology and Games Pvt. Ltd.,No
Nuacem AI Private Limited,No
Canopi India Private Limited,Yes
Jumbotail,No
Jain Irrigation Sys Ltd,No
ExactSpace,Yes
RecodeAI Solutions Pvt Ltd,No
INVIDE INNOVATION LABS PRIVATE LIMITED,No
Ambrosia Systems Inc,No
Watsan Envirotech Pvt Ltd,No
Samyojya,No
Senseforth.ai,Yes
Zeta India,Yes
CodeNinja.ai,No
Nuclei,No
TalentBridge Technologies Pvt. Ltd.,Yes
Trainerpreneurs,No
,No
Module Innovations,Yes
Amounee Handloom Venture Private Limited,No
Win Consulting,No
Wejoyphonfix Pvt. limited,No
CogniABle,No
CARPL - The CARING Analytics Platform,No
SafEarth Clean Technologies Pvt ltd,No
Gazeto Technosmart Pvt Ltd,No
REVY Environmental Solutions Pvt. Ltd.,No
Leoliy,No
Ciphercode,No
Nanospan,Yes
Next Drive Transportation and Services Pvt Ltd,No
NeeliTech,No
SmartGen Technologies Pvt Ltd,No
AS Technolutions pvt ltd,No
Augtraveler,No
Sushma Foundation,No
WazirX,No
AssessHub,Yes
RJA Consulting Private Limited,No
Janitri Innovations,Yes
MicroNXT Solutions Private Limited,No
Little Soldiers Solutions Private Limited,No
Pickmycloth,No
Acme IT Solutions LLP,No
CAPEARTH INDIA,No
Quotientica Private Limited,No
Doorbyn Digital Private limited,No
Fitslash Inc.,No
E special,No
Sanrachana Digital,No
Quick Digital Technologies (Raaho),Yes
Neutrax Enterprise,No
CraftMyApp Technologies Private Limited,No
No,No
HAVELIUAVS (OPC) PRIVATE LIMITED,No
TopPropMart,No
HyperVerge Technologies Private Limited,Yes
Dobiee foods India,No
Pragati Media Solutions,No
Ultimate Innovative products Pvt ltd,No
Voxit Media,No
Little Leap,No
Samvedak Systems Private Limited,No
TransportHub.com,Yes
The Gaming Project,No
Ultimate Innovative products Pvt ltd,No
Blue Cross,No
TechCrumb Solution Pvt Ltd,No
Indsie.com,No
Eunimart,Yes
Zeuva Automotive Private Limited,Yes
Knowledgebliss.co.in,Yes
Kyt,No
Blend,No
INSTANT CONSUMER TECH PRIVATE LIMITED,Yes
Cintste venture pvt ltd,No
Ultimate Innovative products Pvt ltd,No
UptimeAI Tech. Pvt. Ltd.,Yes
TRY AND BUY FASHION DESIGN PRIVATE LIMITED,Yes
Letsdressup Fashion Private Limited,No
Apxor Technology Solutions Pvt Ltd,Yes
GIEOM Business Solutions,No
IGNITEL GLOBAL PRIVATE LIMITED,No
PARTKART,No
Terapact,No
RawPharma Biz Private Limited,No
1008 Digital Health Pvt. Ltd.,No
Reca Solution,No
Avyantra Health Technologies Pvt Ltd,Yes
Adman Solutions,No
UrbanMetrics Technologies LLP,No
Augment Therapeutics Private Limited,No
ReTiSense Tech India Pvt Ltd,No
My School Of Rock,No
O4S,Yes
Celebrity Dental Spa,No
Cravium Gourmet Pvt. Ltd,No
CustomerGlu,No
Coorgle Commerce Private limited,No
Duklr Analytics pvt ltd.,No
Scogo Networks Pvt. Ltd,Yes
WeSay,No
Legitquest,Yes
DaveAI (Sociograph Solutions Pvt Ltd),Yes
Casa Arte Decor Pvt. Ltd.,No
Siliconveins Pvt Ltd,No
GlobalFair Technologies Pvt. Ltd.,No
PeopleDaily,No
Pave Money,No
Terrago Logistics Pvt Ltd,Yes
Payiza,No
samantas studio,No
Ambee,Yes
ConserWater Technologies,No
CleanGHG,No
GrihSe,No
SocioHub,No
NebulARC Technologies Private Limited,No
hackwhat,No
Xyloop,No
jeevabharu bio-innovations pvt ltd,No
Sociorac Online LLP,No
Digi boom opc pvt limited,No
Merkle Science,Yes
Near.store,No
Warehousehunt,No
Habbit,No
Laymen Agro Ventures Private Limited,No
OpsLyft,Yes
Marketrics Technologies Pvt Ltd,No
Siliconveins Pvt Ltd,No
Cherries Engineering and Innovation India PL,No
Zadd Automotive,No
Manastu Space Technologies Pvt. Ltd.,No
the veggie food planet,No
GoZapX,No
Botcart,No
Brego,No
Fubeus Technology Pvt. Ltd.,No
Invock Digital Pvt Ltd,No
Vayana Network (Vay Network Services Pvt. Ltd.),Yes
Tobox Ventures Private Limited (GoKhana),No
Spayee Labs Pvt Ltd,Yes
Payclide,No
A2F Digital Pvt.Ltd.,No
Ekatra,No
www.Yogfit.in,No
Mechatronica,No
College,No
,No
BSP CONTINENTAL PRIVATE LIMITED,No
khing Eagle Media,No
Treat at Home,No
Hitwicket,No
Ultra Healthtech Solutions Pvt. Ltd.,No
Decentro,Yes
VGMR Tech Solutions Private Limited,No
Adivid Technologies Pvt Ltd,No
Creative Redefine,No
Seamless Plastering India Pvt Ltd,No
Tenon Meditech LLP,No
Black Pepper Marketing Private Limited,No
Momskart,No
Forty4Hz,No
1.siddharth.sudhakar@gmail.com,No
Tinkersale,No
CloudHedge Technologies Pvt Ltd,Yes
BFore,No
aahred,No
TWOONEFOUR YANA TECH PRIVATE LIMITED,No
Vitalis Technologies LLP,No
BFore,No
HealthSetGo,No
ekincare,No
FORESIET,No
Studio.code.in,No
Cora Healthcare,No
"SkinKraft, IncNut Digital Pvt. Ltd.",No
Sociorac Online LLP,No
Bootcamp.code.in - product of Trillion Ventures Pvt. Ltd.,No
Ropen transportation services private limited,Yes
Mogi (Cutting Edge Digital Pvt Ltd),Yes
Docoholic,No
Blu Ocean Studios pvt ltd,No
LOUIZ INNOVATIONS LLP,No
Jenni and Jessi Agri Food Exports Pvt Ltd (Sendriya Farmz),No
LecturePro,No
Safartastic Technologies Private Limited,No
Kids.code.in - product of Trillion Venture Pvt. Ltd.,No
i dont have one,No
Kapatika Design Pvt Ltd,No
Tactyqal,No
CISAPP ONLINE PVT LTD,No
Zen In Cloud,No
ParamNetwork India LLP,No
Navonmesh Labs Pvt. Ltd.,No
Chalo,No
Workduck,No
Lendstack,No
Filmapia,No
Saara,Yes
PRABHU TEXTILE,Yes
Wylo,No
Baud resources pvt ltd,No
GOWDAGIRI AGRO PROMOTERS CONSORTIUM,No
Bizongo Solutions Pvt Ltd,Yes
Not registered,No
ExoHeal,No
Senseloaf Technologies,Yes
Techugo,No
PlayShifu,No
Compiler.code.in - product of Trillion Ventures Pvt. Ltd.,No
Next-Gen farmer,No
Botcode Pvt Ltd,No
Umwelt Peopletech Solutions Private Limited,No
Bootcamps.tech - product of Trillion Ventures Pvt. Ltd.,No
Tokn,No
Dukandar,No
BuyNxt Pvt. Ltd.,No
Fuma Labs Pvt. Ltd.,Yes
Ajoobaa.in,No
Zodhya,Yes
Fiapy Multiservices Private Limited,No
Fuma Labs Pvt. Ltd.,Yes
Kamana Private Limited,No
Vidcare Innovations Private Limited,Yes
Monitra Healthcare Private Limited,No
Millers,No
Hofincons,Yes
Seebec Utilities Private Limited,No
Untouchband Technologies Private Limited,No
Momentum,No
Busigence Technologies Pvt. Ltd.,No
People2Meet,No
SITIOS TECH,No
BOCS,No
Hopsticks,No
Datalytix,No
Crew's Closet,No
Datsme,No
Seedbasket,No
Niflr Technologies Private Limited,No
KOURIER Sprint,No
Vidyutm Mobility,No
D2K Technologies India Pvt Ltd,No
Oxyheal Pvt Ltd.,No
BigEle Space Pvt Ltd,No
Aptima Consulting India PVT LTD,No
SynRadar,Yes
MyRideMate,No
SENDERMENT,No
Bytebeam,No
Free Stand Sampling Solutions Private Limited,No
ZAZO IT Ventures Pvt Ltd,No
KreditBee,No
WeWake IndiGreen Pvt. Ltd.,No
Jai Kisan,No
PlexusSquare Software Solutions Private Limited,No
Paperminds,No
PEPO,No
WeWake IndiGreen Pvt. Ltd.,No
ShopMyCar(unit of WHEELOWN SOLUTIONS PVT. LTD.),No
orcablue.ai,Yes
SuperBolter,No
,No
Raptee Energy Pvt Ltd,No
Caspar Technologies Pvt Ltd,No
LINKSMART Technologies,Yes
,No
Yoska Technologies Pvt Ltd,No
IntelliTicks Technologies Private Limited,No
The LuxePass (Starbird Enterprises Pvt Ltd),No
SFarmsIndia,Yes
ABYROY,Yes
Johariapp,No
Apni Class,No
Wellnesys Technologies Private Limited,No
Starvic Edutech LLP,No
Wayski logistics,No
Hoplite Technologies Pvt. Ltd.,No
Share At Door Step,No
heltho,No
Vidyutm Mobility,No
"Neon Infotech SEA Co., Ltd",Yes
SETTLEFIRST,No
Oxymon Solutions Ltd,No
Young CXO,No
Oxymon Solutions Ltd,No
Pavitra india waste management Pvt Ltd,No
Elixar Systems Pvt Ltd,No
Aptima Consulting India PVT LTD.,No
Data Diversity Technologies I Pvt Ltd,No
FUNDOO CLASS,No
Jyppzer - an entity of Syat Enterprise LLP,No
Maa Ankuleswari mahila mandal,Yes
Maa Ankuleswari mahila mandal,Yes
Bakar Tech,No
Medicento,No
Novastreams Technology Pvt Ltd,No
IMOMI TECHNOLOGIES PRIVATE LIMITED,No
Rizel Automotive,Yes
Pay1,No
Pandorum Technologies Pvt Ltd,Yes
WhiteApple LLP,No
Edument Consultancy Pvt. Ltd.,No
The Dining Assistant (Not Finalized),No
Smart Cities Wheel,No
KTern,No
Sensegrass,No
Ivyclique LLP,Yes
Retail Pulse,Yes
Burncal,No
BRC STAR OPC Private Limited,No
Garuda Aerospace Private Limited,No
Noe,No
None,Yes
NEW STREET TECHNOLOGIES,Yes
Recko Inc.,Yes
x,No
PurpleDocs,No
Inspicon Technologies Pvt. Ltd.,No
Jio,No
Inspire Infosol LLP,No
Autent technology private limied,No
miia innovation pvt ltd,No
Fitslash Inc.,No
Unirevs technologies private limited,Yes
Zubi Infotech Private Limited,No
Saturo Technologies,Yes
Wudbox,No
FruitcartCo,No
IamHere,No
K.R Management Consultancy Services Pvt Ltd,No
AutoFin,No
LogisticsNow Pvt. Ltd.,Yes
Medpick,No
Malu plywood,No
ITILITE,Yes
Wayski logistics,No
Wayski Logistics,No
Vadoo,Yes
Technozo Cloud Solution Pvt. ltd.,No
BharatPoll.org,No
Fello,No
Xongl Cloud Pvt. Ltd.,Yes
WeConnect Language and Cultural Centre,Yes
Own consulting firm k.mohan,No
StoryQube,No
Shabaash Bahadur,No
Auxpert automotive solutions,No
ChMod Solutions Pvt. Ltd.,No
Cogmac Technologies,No
Cooked-at-home,No
MM,No
SurveySparrow,Yes
Capacita comnect Pvt . Limited,No
Onsurity Technologies Private Limited,No
ACKO General Insurance,No
Flasho,No
Zillion Games,No
STOQ CLUB,No
Paper Tax,No
NyQuest Innovation Labs Private Limited,Yes
Clan Earth,No
Divya textile,Yes
Glokal Advertising Pvt Ltd,No
Cyond,No
The heavy pocket,No
HomeStory,No
Lockated,No
OSPEE PRIME VENTURES,No
MedTel Healthcare,No
DNR Foods Private Limited,No
Market Pulse Tech,No
CedCommerce Inc,No
,No
BCA BIZCHAIN ASSET TECH PVT LTD,No
AI ON THE FLY TECHNOLOGIES PVT LTD,No
Smartwater Logistitcs and Services Pvt Ltd,No
myTRUId,No
Kesaron,No
EDUREIFY TECHNOLOGY PVT LTD,No
Khojshala Education Pvt Ltd,No
Behtaar,No
Mentorbox India,No
Nineroot Technologies Pvt. Ltd.,No
City Square,No
Food Cloud Pvt. Ltd.,No
KIWI,No
Wishbag Technology Private Limited,No
no,Yes
Yellow Messenger,Yes
Mobishaala Edutech Pvt. Ltd.,No
Metoomilk Services Pvt Ltd,No
Fworld,No
SKH Travel,No
FunPlayTV,No
Fighitaway,No
Suposham Technologies Private Limited,No
Juntrax Solutions,No
Zargun Electronics & Science(OPC) Pvt. Ltd.,No
DEVELOPERS NATION,Yes
SellQuikr,No
Teamaimed,No
Divine Bonding (OPC) Private Limited,No
MyCaptain,No
Wishtel Pvt Ltd,No
Focus Minds,No
PWIP FOODTECH PVT LTD,No
CENTRE FOR MY-LIFE CAREER EMPOWERMENT&MENTORSHIP,Yes
Academy Of Knowledge Aided Development Mission For India (AKADMI),No
CashPundit Technologies,No
onlinegurukul,No
Fermium Technologies Private Limited,No
iGenPod,No
Branding Beez,Yes
METNMAT RESEARCH PVT. LTD.,No
METNMAT RESEARCH PVT. LTD.,No
Datalytix,No
Luminox Automation,No
V2M solutions pvt. ltd.,Yes
V2M Solutions Pvt. Ltd.,Yes
MONEYORDER,No
Healthcoco Technologies Pvt Ltd,No
Valerio Electric,No
Asanify,Yes
Aseema Health LLP,No
CellStrat,No
OkCredit,Yes
Chakshu.ai,No
SmartCoin Financials Pvt. Ltd,No
Torcai Digital Media Pvt Ltd,No
InfyU Labs Pvt. Ltd.,Yes
Pharma distributors,Yes
For A Change,No
Farmation Ventures,No
Celebr8,No
AVIAN Design,No
Punar Rehab Solutions private Limited,No
eCONTRACTOR ZONE,No
Credenc Web Technologies Private Limited,No
Unirevs technologies private limited,Yes
SunvAI,No
VAYUZ Technologies,No
Autoyos Private Limited,Yes
Grey Clouds media,No
Sanela Technologies,No
CodeShala,No
Tagteen media labs Pvt Ltd,No
The Yellow Canopy,No
Repro India LTD,No
Tagteen media labs Pvt Ltd,No
Test,Yes
SwarDev Enterprises,No
Skeps,Yes
Voorent pvt LTD,No
Tagteen media labs Pvt Ltd,No
Krishi Network,No
Filmboard Movies Private Limited,Yes
Impact App,Yes
Cellestial emobility private limited,No
Artsc,No
SM Learning Skills Academy for Special needs Pvt Ltd,No
Jhaiho Private Limited,No
HeloProtocol,Yes
Bikrimart Services Private Limited,No
Bold Care,No
Auquan,Yes
ContentNinja,No
Powerly AI,No
Learnart Technologies Private Limited,No
SynctacticAI Technology. Pvt Ltd,Yes
BuyIndianToys,No
Homlot (Seedolabs Pvt. Ltd.),Yes
Hyreo,Yes
Chezuba,No
MOBtexting,No
M19-Material Intelligence Lab,Yes
AS Technolutions pvt ltd,No
Talent Recruit Software Pvt. Ltd.,No
Ordertrainings (OT),No
Drona Automations Pvt Ltd,Yes
REYAL ELEVATORS,No
Janta Delivery,No
Accord Innovations Private Limited,No
Chakraview Solutions Pvt Ltd,No
WisdomToolz Learning Solutions Private Limited.,No
Farms2fork Texhnologies Pvt ltd,No
cemX,No
Botminds AI,Yes
.,No
SaixonIQ Venture Pvt Ltd,No
Gumlet,No
A Landing Page,No
Planerr,No
TechEagle Innovations,Yes
Digital Mission Capital,No
Restart,Yes
Neurobit Technologies Pte Ltd,Yes
Bellisima,No
CityontheNet Marketplace Services Private limited,No
Clonizo,Yes
Troncart Solution Private Limited,No
Drinkwell,Yes
Present Minds Pvt Ltd,No
SuperV Technologies pvt ltd,No
Sboed,No
CSDG Technologies Pvt Ltd,No
Thinker Lab (Penseur Lab Educational Pvt Ltd),No
BitFringe Technologies,No
Himalayan Internet Labs Pvt Limited,No
SenseGiz Technologies Pvt Ltd,Yes
Streelogues,No
RV college of engineering,No
Kredily,No
Wyridian Advisors LLP,No
Foster Soft Solutions opc pvt ltd,No
Hubcom Techno System LLP,No
JS ENTERPRISES,Yes
Homezy Property Solutions Pvt Ltd,No
Qualitas Technologies Pvt Ltd,No
KOCEAN Edutech Pvt Ltd,No
Medic Innovations,No
RoboSan Solutions LLP,No
Urban Rent Online Services Pvt Ltd,No
Recordent Pvt Ltd,No
BLUE FLARE TECHNOLOGIES PRIVATE LIMITED,Yes
Odicy sports Solutions,No
Megakey,No
Asha Analytica Pvt. Ltd.,No
Genral Medical Systems,No
Superset Labs,No
Dream Info Labs,No
Businessonbot Private Limited,No
EVO Rentals Private Limited,No
White Gold Technologies LLP,No
Voiro,Yes
NM Ventures,No
ALMARINE ENGINEERING COMPANY,No
Pradical works,No
Aether Biomedical SP.z o.o.,No
MgsBazaar.com,No
Ashv,No
Elegant Impressions Made in India,No
SunEmison,No
AyuRythm,No
Finvoiced,No
Digimonk Technologies,No
XR Couture,No
Chipster Technologies Pvt Ltd,No
Smart Voice Studio,No
aniruddh@godutchpay.in,No
No,Yes
Mini Venture Lab Pvt. Ltd,No
RayEye Technologies Private Limited,Yes
SABKIGADI TECHNOSOFT PRIVATE LIMITED,No
Brandpipers,No
VisualEz,No
Digital Bob Technology,No
Dresma,No
Canonic,No
Namoshreeja,No
GoLocall Web services Pvt Ltd,No
Skybis Technologies LLP,No
Ogmen Robotics,No
FIRSTSHOW INFOTAINMENT PVT LTD,No
Prayasta 3D Inventions Pvt Ltd,No
Skills Cafe’,No
Vikuna Technologies,No
Sculpe Technologies Pvt Ltd,No
ApniDukaan,No
Intervue,No
PiChain Innovations Private Limited,Yes
yaoe,No
AgriVijay,No
Franc AI LLP,No
Covidav,No
Voyzapp Infotech Pvt Ltd,No
InViz AI Solutions Private Limited,No
Klenty,Yes
WIFY,No
help route,No
Medizoc Healthcare Private Limited,No
AMRIT  OVERSEAS PVT LTD,No
CLOUDEND PLATFORM PRIVATE LIMITED,No
Dimensionless Technologies Pvt. Ltd.,Yes
Big Market Solutions,No
TRYBHI,No
TB12 Technology Services Pvt Ltd,No
The Blockchain School (SageOpus Knowledge Solutions Pvt. Ltd),No
Influensta,No
Teletech,Yes
Enalo Technologies Pvt Ltd,No
Policy Nepal Pvt. Ltd.,No
Rucept,No
Touchwizard Technologies Pvt Ltd,Yes
EduCloud,No
EduCloud,No
InterviewAir,No
Nodes,No
Maharashtra diagnostic centre,No
Nodes Pvt Ltd,No
MedTel Healthcare Pvt. Ltd.,Yes
Dabord India Private Limited,No
Alphabt,No
Specmart Private Limited,No
Helper4U Services LLP,No
DeliMed International Private Limited,No
Prahem Technologies Private Limited (Pickkup),No
Techhyaku,No
Wyridian Advisors LLP,No
Cellestial emobility private limited,No
HTD GLOBAL CONSULTING SERVICES LLP,Yes
Con-Farmia Agribusiness Pvt.Ltd.,No
Cuepra Inc,No
PropShots,No
Sunfox Technologies Pvt Ltd,No
Lightwing,Yes
HELYXON Healthcare Solutions,No
QLICLABS TECHNOLOGIES PRIVATE LIMITED,No
Femmevista Technologies Pvt Ltd (Brand Name - The Star in Me),No
Forpeople Tech Solutions Private Limited,No
EME,No
I switch,No
SAHANA SPICES,No
IEDS Global Solutions LLP,No
Clinivantage Healthcare,No
SAHANA SPICES,No
Educare247 Education Private Limited,No
AI ON THE FLY TECHNOLOGIES PVT LTD,No
BCA BIZCHAIN ASSET TECH PVT LTD,No
Rezo.ai,No
CloudEnd Platform Pvt Ltd,No
CloudEnd Platform Pvt Ltd,No
Barfecto,No
7 Confirmations,No
Platina Associates,No
S & R Enterprises,No
CoArtha Techno Solutions P ltd,No
YOLOClicks,No
ShoutNow,No
SignDesk,No
5RCYCLE FOUNDATION,No
Tight The Nut,Yes
Adblitz Creative Communications LLP,No
Kaizen Academy,No
WAPPMART,No
myUDAAN,No
Datacultr,No
Saish GSE,No
UNI360 SELLMYCELL LLP,No
Evlogia Eco Care Private Limited,Yes
Revised Learning Technologies Pvt Ltd,No
MySchoolPage,No
codedamn,No
Ework,Yes
Kvayat Medical Pvt Ltd,No
Ideashoots,No
Getpy analytics private ltd,Yes
Perceptiviti Data Solutions Private Limited,No
UrbanCast Media Private Limited,Yes
Taizo Technologies Private Limited,No
highway delite (Param People Infotech Solutions Pvt Ltd),No
Subhe eLearning,No
Seedling,No
Afinoz,No
Schoolay Technologies,No
Vainaha Medicare Soliutions Pvt Ltd.,No
Bytegenics Solutions Private Limited,No
Lithos Technosoft LLP,No
Voxit Media Tech Pvt Ltd,No
Nangia Andersen,Yes
upugo.in,No
Sciative Solutions Private Limited,No
MARV Artbellmetal Pvt Limited,Yes
BeAble Health Pvt Ltd,No
Voxit Media Tech Pvt Ltd,No
SAN eForce,No
WellnessWay4U,No
Bolo International Ltd,No
Discover Dollar,Yes
Gigsy,No
ChintaMoney,No
Bytes,No
Wipro,No
Intentico Inc.,Yes
InQube Innoventures,No
SmartClean Technologies Pte Ltd,Yes
Green Apex Technolabs,No
FanPlay Tech,No
ORAI Robotics Pvt. Ltd.,No
Lumax Auto-technologies Ltd,Yes
Outryter,No
Aankav Enterprise LLP,No
Ohhmyself,No
Co-Co Kitchen (NIP),No
PURSHO,No
SIKCO Engineering Services,No
Hum Aspen Wellness Pvt Ltd,No
Moneyclub Technologies Private Limited,No
Ash,No
GoEvals Solutions Private Ltd.,No
TagMango,Yes
Financepeer,No
Zeeve DeepTech Pvt Ltd,No
EdSoft Technologies Pvt Ltd,No
Carebridge Technologies,No
Chhaunkar Portal For Doctor and Patient (OPC) Pvt Ltd,No
Suniro Solutions Private Limited,No
Cell testing,Yes
Melzo,Yes
Tumakuru Smart City Limited Board GOK-GOIwww,No
Neridio Systems Pvt Ltd,No
Compport IT Solutions,No
Drive CNG,No
TIFT TRANSPORT.PVT.LTD,No
Tumakuru Smart City Limited Board,No
HelloAR,No
eLockr,No
LNG Technologies Pvt Ltd,No
Bione Ventures Pvt Ltd,No
No,No
English Espresso,No
Municipal corporation,No
SS Global Law Firm,No
DomeCode,No
eBHARAT Poultry Technologies,No
MindCrescent Wellness Ventures Private Limited (trading as InnerHour),No
GrailAds,No
Vendekin Technologies Pvt. Ltd.,No
TartanSense,No
Primechain Technologies Pvt. Ltd.,No
Fliqaindia Private Limited,No
The Mango Jelly,No
Unjumble Communications Pvt. Ltd.,No
Plop Stories (Co. Name : Penbound Partners Pvt Ltd),No
ikval softwares LLP,No
Sportifan Ventures Limited,No
ikval softwares LLP,No
Second Sun Systems,No
Project Milan,No
Vurosity,No
Packfect,No
scalpelacademy,No
Beant dairy,Yes
AxleWeb Technologies,No
Appville softwares,No
HapGen Educational Services Private Limited,No
wish It pvt ltd,No
